Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu1,0.54125,0.23791666666666667,1.19,791,0.00,0.00,1.47,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,100,open_tps100,
/node-besu4,0.815,0.13583333333333333,0.532,535,0.00,0.00,1.89,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,100,open_tps100,
/node-besu6,0.9741666666666666,0.15875,0.554,492,0.00,0.00,1.54,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,100,open_tps100,
/node-besu5,0.19458333333333333,0.07333333333333333,0.649,545,0.00,0.00,2.91,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,100,open_tps100,
/node-besu3,0.7362500000000001,0.14125000000000001,0.637,528,0.00,0.00,2.90,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,100,open_tps100,
/node-besu2,0.7687499999999999,0.14916666666666667,0.596,561,0.00,0.00,2.69,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,100,open_tps100,
/node-besu1,0.6325,0.14083333333333334,1.21,,0.00,0.00,1.39,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,125,open_tps125,1.18
/node-besu4,0.3345833333333333,0.06625,0.606,,0.00,0.00,1.79,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,125,open_tps125,0.520
/node-besu6,0.2575,0.034583333333333334,0.634,,0.00,0.00,1.03,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,125,open_tps125,0.534
/node-besu5,0.08833333333333333,0.016666666666666666,0.747,,0.00,0.00,1.64,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,125,open_tps125,0.690
/node-besu3,0.2658333333333333,0.03625,0.638,,0.00,0.00,1.73,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,125,open_tps125,0.545
/node-besu2,0.16874999999999998,0.02625,0.712,,0.00,0.00,0.863,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,125,open_tps125,0.668
/node-besu1,0.41958333333333336,0.13083333333333333,1.46,,0.00,0.00,4.35,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,150,open_tps150,1.29
/node-besu4,0.7949999999999999,0.1225,0.682,,0.00,0.00,1.77,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,150,open_tps150,0.571
/node-besu6,0.16291666666666668,0.04041666666666666,0.629,,0.00,0.00,1.86,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,150,open_tps150,0.542
/node-besu5,0.135,0.027083333333333334,0.738,,0.00,0.00,1.57,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,150,open_tps150,0.737
/node-besu3,0.9991666666666666,0.14166666666666666,0.752,,0.00,0.00,1.82,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,150,open_tps150,0.588
/node-besu2,0.15333333333333335,0.030416666666666665,0.708,,0.00,0.00,1.57,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,150,open_tps150,0.660
/node-besu1,0.4683333333333333,0.16583333333333333,1.48,,0.00,0.00,3.28,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,175,open_tps175,1.44
/node-besu4,0.09875,0.0275,0.671,,0.00,0.00,1.58,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,175,open_tps175,0.592
/node-besu6,0.17125,0.034999999999999996,0.594,,0.00,0.00,0.234,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,175,open_tps175,0.526
/node-besu5,0.07916666666666666,0.02125,0.739,,0.00,0.00,1.44,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,175,open_tps175,0.739
/node-besu3,0.18041666666666667,0.037083333333333336,0.751,,0.00,0.00,1.54,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,175,open_tps175,0.612
/node-besu2,0.08875,0.021666666666666667,0.604,,0.00,0.00,1.48,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,175,open_tps175,0.586
/node-besu1,0.42375,0.15,1.69,,0.00,0.00,3.75,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,200,open_tps200,1.57
/node-besu4,0.12708333333333333,0.020833333333333332,0.624,,0.00,0.00,1.12,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,200,open_tps200,0.588
/node-besu6,0.26333333333333336,0.06416666666666666,0.569,,0.00,0.00,0.727,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,200,open_tps200,0.525
/node-besu5,0.13833333333333334,0.03833333333333334,0.772,,0.00,0.00,0.0977,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,200,open_tps200,0.748
/node-besu3,0.12208333333333334,0.020416666666666666,0.720,,0.00,0.00,1.60,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,200,open_tps200,0.620
/node-besu2,1.4495833333333332,0.22583333333333333,0.657,,0.00,0.00,1.63,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,200,open_tps200,0.595
/node-besu1,0.3233333333333333,0.11583333333333333,1.70,,0.00,0.00,0.633,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,225,open_tps225,1.69
/node-besu4,0.18458333333333332,0.025833333333333333,0.677,,0.00,0.00,1.44,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,225,open_tps225,0.600
/node-besu6,0.13,0.01916666666666667,0.587,,0.00,0.00,1.24,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,225,open_tps225,0.547
/node-besu5,0.09375,0.014583333333333332,0.821,,0.00,0.00,1.30,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,225,open_tps225,0.817
/node-besu3,0.16958333333333334,0.024166666666666666,0.608,,0.00,0.00,1.64,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,225,open_tps225,0.588
/node-besu2,0.20333333333333334,0.028333333333333335,0.674,,0.00,0.00,1.62,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,225,open_tps225,0.628
/node-besu1,0.45625,0.15875,1.71,,0.00,0.00,0.648,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,250,open_tps250,1.67
/node-besu4,0.10458333333333332,0.017916666666666668,0.676,,0.00,0.00,1.12,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,250,open_tps250,0.624
/node-besu6,0.12833333333333333,0.02125,0.636,,0.00,0.00,1.45,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,250,open_tps250,0.589
/node-besu5,0.10375000000000001,0.017499999999999998,0.821,,0.00,0.00,1.05,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,250,open_tps250,0.821
/node-besu3,0.14583333333333334,0.023749999999999997,0.660,,0.00,0.00,0.316,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,250,open_tps250,0.615
/node-besu2,0.12875,0.021666666666666667,0.726,,0.00,0.00,1.45,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,250,open_tps250,0.679
/node-besu1,0.30916666666666665,0.13958333333333334,1.72,,0.00,0.00,2.11,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,275,open_tps275,1.72
/node-besu4,0.13041666666666665,0.037083333333333336,0.786,,0.00,0.00,1.23,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,275,open_tps275,0.710
/node-besu6,0.2025,0.055,0.676,,0.00,0.00,1.05,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,275,open_tps275,0.602
/node-besu5,0.11666666666666665,0.025833333333333333,0.823,,0.00,0.00,1.20,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,275,open_tps275,0.822
/node-besu3,0.13166666666666668,0.034166666666666665,0.619,,0.00,0.00,0.621,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,275,open_tps275,0.605
/node-besu2,0.20166666666666666,0.042916666666666665,0.726,,0.00,0.00,1.41,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,275,open_tps275,0.669
/node-besu1,0.52125,0.16541666666666668,1.72,,0.00,0.00,3.50,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,300,open_tps300,1.72
/node-besu4,0.09541666666666666,0.016666666666666666,0.787,,0.00,0.00,1.18,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,300,open_tps300,0.695
/node-besu6,0.18125,0.03875,0.619,,0.00,0.00,1.36,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,300,open_tps300,0.550
/node-besu5,0.09666666666666666,0.01625,0.910,,0.00,0.00,0.887,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,300,open_tps300,0.897
/node-besu3,0.18625,0.030416666666666665,0.734,,0.00,0.00,0.313,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,300,open_tps300,0.663
/node-besu2,0.19416666666666668,0.030833333333333334,0.755,,0.00,0.00,0.332,0.00,6n-25s-ibft-v26.2.0_20260404_222349,open,300,open_tps300,0.662
